state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
California,6087,Santa Cruz County,25485,109745,138638,-84260,0.18382406,0.791593935,-0.607769876
California,6089,Shasta County,57894,28889,88761,29005,0.652245919,0.325469519,0.3267764
California,6091,Sierra County,1138,730,1926,408,0.59086189,0.379023884,0.211838006
California,6093,Siskiyou County,12916,9379,22836,3537,0.565598178,0.410711158,0.15488702
California,6095,Solano County,65558,124752,194829,-59194,0.336489948,0.640315353,-0.303825406
California,6097,Sonoma County,40478,153342,197603,-112864,0.204845068,0.776010486,-0.571165418
California,6099,Stanislaus County,79622,84668,168279,-5046,0.473154701,0.503140618,-0.029985916
California,6101,Sutter County,20038,15207,35969,4831,0.557090828,0.422780728,0.1343101
California,6103,Tehama County,13835,7241,21525,6594,0.642740999,0.336399535,0.306341463
California,6105,Trinity County,2513,2383,5095,130,0.493228656,0.467713445,0.025515211
California,6107,Tulare County,65454,56159,124214,9295,0.526945433,0.452114898,0.074830534
California,6109,Tuolumne County,17302,11808,29820,5494,0.580214621,0.395975855,0.184238766
California,6111,Ventura County,135555,216447,358813,-80892,0.377787315,0.603230652,-0.225443337
California,6113,Yolo County,16128,47504,64934,-31376,0.248375273,0.731573598,-0.483198324
California,6115,Yuba County,10574,7800,18820,2774,0.561849097,0.41445271,0.147396387
Colorado,8001,Adams County,94874,132951,234599,-38077,0.404409226,0.566715971,-0.162306745
Colorado,8003,Alamosa County,3676,3624,7519,52,0.4888948,0.481978987,0.006915813
Colorado,8005,Arapahoe County,126124,211498,346740,-85374,0.363742285,0.609961354,-0.246219069
Colorado,8007,Archuleta County,5126,3693,9030,1433,0.567663344,0.4089701,0.158693245
Colorado,8009,Baca County,1840,313,2193,1527,0.839033288,0.142726858,0.69630643
Colorado,8011,Bent County,1468,723,2229,745,0.658591297,0.3243607,0.334230597
Colorado,8013,Boulder County,39289,150247,193709,-110958,0.202824856,0.775632521,-0.572807665
Colorado,8014,Broomfield County,16188,28871,46297,-12683,0.349655485,0.623604121,-0.273948636
Colorado,8015,Chaffee County,6180,7112,13620,-932,0.453744493,0.522173275,-0.068428781
Colorado,8017,Cheyenne County,966,127,1105,839,0.874208145,0.114932127,0.759276018
Colorado,8019,Clear Creek County,2618,3495,6290,-877,0.416216216,0.555643879,-0.139427663
Colorado,8021,Conejos County,2269,1936,4291,333,0.52878117,0.451176882,0.077604288
Colorado,8023,Costilla County,713,1279,2031,-566,0.351058592,0.629739045,-0.278680453
Colorado,8025,Crowley County,1262,427,1730,835,0.729479769,0.246820809,0.48265896
Colorado,8027,Custer County,2433,1104,3586,1329,0.678471835,0.307863915,0.37060792
Colorado,8029,Delta County,13013,5862,19272,7151,0.675228311,0.304171856,0.371056455
Colorado,8031,Denver County,59610,283816,350606,-224206,0.170019908,0.809501264,-0.639481355
Colorado,8033,Dolores County,1080,332,1431,748,0.754716981,0.23200559,0.522711391
Colorado,8035,Douglas County,120661,104199,230478,16462,0.523525022,0.45209955,0.071425472
Colorado,8037,Eagle County,9685,18095,28427,-8410,0.340697224,0.636542723,-0.295845499
Colorado,8039,Elbert County,13722,4395,18554,9327,0.739570982,0.236876145,0.502694837
Colorado,8041,El Paso County,200968,160265,375058,40703,0.535831791,0.427307243,0.108524548
Colorado,8043,Fremont County,17231,7170,25058,10061,0.687644664,0.286136164,0.4015085
Colorado,8045,Garfield County,14404,15070,30274,-666,0.475787805,0.49778688,-0.021999075
Colorado,8047,Gilpin County,1815,2199,4143,-384,0.438088342,0.530774801,-0.092686459
Colorado,8049,Grand County,4759,4579,9606,180,0.495419529,0.476681241,0.018738289
Colorado,8051,Gunnison County,3599,6976,10887,-3377,0.330577753,0.640764214,-0.310186461
Colorado,8053,Hinsdale County,353,255,632,98,0.558544304,0.403481013,0.155063291
Colorado,8055,Huerfano County,2193,2071,4389,122,0.499658237,0.471861472,0.027796765
Colorado,8057,Jackson County,680,173,873,507,0.778923253,0.198167239,0.580756014
Colorado,8059,Jefferson County,148043,217891,376430,-69848,0.393281619,0.578835374,-0.185553755
Colorado,8061,Kiowa County,795,98,902,697,0.881374723,0.10864745,0.772727273
Colorado,8063,Kit Carson County,3084,644,3792,2440,0.813291139,0.169831224,0.643459916
Colorado,8065,Lake County,1492,2287,3938,-795,0.378872524,0.580751651,-0.201879126
Colorado,8067,La Plata County,14146,20363,35377,-6217,0.399864319,0.575599966,-0.175735647
Colorado,8069,Larimer County,91197,125765,223653,-34568,0.40776113,0.56232199,-0.15456086
Colorado,8071,Las Animas County,4255,3465,7897,790,0.538812207,0.438774218,0.100037989
Colorado,8073,Lincoln County,2118,467,2630,1651,0.805323194,0.17756654,0.627756654
Colorado,8075,Logan County,7987,2201,10411,5786,0.76716934,0.211411008,0.555758333
Colorado,8077,Mesa County,53344,30106,85368,23238,0.624871146,0.352661419,0.272209727
Colorado,8079,Mineral County,425,317,754,108,0.563660477,0.420424403,0.143236074
Colorado,8081,Moffat County,5627,1186,6964,4441,0.808012636,0.170304423,0.637708214
Colorado,8083,Montezuma County,9267,5802,15421,3465,0.600933792,0.376240192,0.2246936
Colorado,8085,Montrose County,16658,7648,24764,9010,0.672670005,0.308835406,0.363834599
Colorado,8087,Morgan County,9407,3741,13415,5666,0.701229966,0.27886694,0.422363026
Colorado,8089,Otero County,5696,3552,9459,2144,0.60217782,0.375515382,0.226662438
Colorado,8091,Ouray County,1547,2341,3960,-794,0.390656566,0.591161616,-0.200505051
Colorado,8093,Park County,6864,4786,12032,2078,0.570478723,0.397772606,0.172706117
Colorado,8095,Phillips County,1945,477,2461,1468,0.790329134,0.193823649,0.596505486
Colorado,8097,Pitkin County,2739,8906,11829,-6167,0.231549582,0.752895426,-0.521345845
Colorado,8099,Prowers County,3977,1438,5507,2539,0.722171781,0.261122208,0.461049573
Colorado,8101,Pueblo County,41502,43070,86761,-1568,0.478348567,0.496421203,-0.018072636
Colorado,8103,Rio Blanco County,3047,557,3672,2490,0.829793028,0.151688453,0.678104575
Colorado,8105,Rio Grande County,3645,2488,6280,1157,0.580414013,0.396178344,0.184235669
Colorado,8107,Routt County,5883,10523,16767,-4640,0.350867776,0.627601837,-0.276734061
Colorado,8109,Saguache County,1389,1857,3337,-468,0.416242134,0.556487863,-0.14024573
Colorado,8111,San Juan County,202,342,563,-140,0.358792185,0.607460036,-0.248667851
Colorado,8113,San Miguel County,1081,3890,5057,-2809,0.213763101,0.769230769,-0.555467669
Colorado,8115,Sedgwick County,1120,297,1441,823,0.777238029,0.20610687,0.571131159
Colorado,8117,Summit County,5275,12535,18330,-7260,0.287779596,0.683851609,-0.396072013
Colorado,8119,Teller County,11158,5224,16793,5934,0.664443518,0.311081998,0.35336152
Colorado,8121,Washington County,2537,363,2943,2174,0.862045532,0.123343527,0.738702005
Colorado,8123,Weld County,94965,65169,164791,29796,0.576275403,0.395464558,0.180810845
Colorado,8125,Yuma County,4037,763,4885,3274,0.826407369,0.156192426,0.670214944
Connecticut,9001,Fairfield County,165734,288458,460639,-122724,0.359791507,0.626212718,-0.266421211
Connecticut,9003,Hartford County,157872,279387,444223,-121515,0.355389073,0.628934116,-0.273545044
Connecticut,9005,Litchfield County,55618,50138,107541,5480,0.517179494,0.466222185,0.050957309
Connecticut,9007,Middlesex County,40472,56404,98549,-15932,0.410678952,0.572344722,-0.16166577
Connecticut,9009,New Haven County,158068,234322,397744,-76254,0.3974114,0.58912768,-0.19171628
Connecticut,9011,New London County,57071,79395,139493,-22324,0.409131641,0.569168345,-0.160036704
Connecticut,9013,Tolland County,34819,44002,80542,-9183,0.432308609,0.546323657,-0.114015048
Connecticut,9015,Windham County,29193,26721,57151,2472,0.51080471,0.467550874,0.043253836
Delaware,10001,Kent County,40976,44518,86958,-3542,0.471215989,0.511948297,-0.040732308
Delaware,10003,New Castle County,87685,194238,286133,-106553,0.3064484,0.678838163,-0.372389763
Delaware,10005,Sussex County,71196,56657,129293,14539,0.550656261,0.438206245,0.112450017
District of Columbia,11001,District of Columbia,1149,29509,31260,-28360,0.036756238,0.943985925,-0.907229687
Florida,12001,Alachua County,50891,89527,142784,-38636,0.356419487,0.627010029,-0.270590542
Florida,12003,Baker County,11911,2037,14082,9874,0.845831558,0.144652748,0.70117881
Florida,12005,Bay County,65993,25538,93025,40455,0.709411449,0.274528353,0.434883096
Florida,12007,Bradford County,10334,3160,13650,7174,0.757069597,0.231501832,0.525567766
Florida,12009,Brevard County,207857,148479,360666,59378,0.576314374,0.411680059,0.164634315
Florida,12011,Broward County,333346,618597,957388,-285251,0.348182764,0.646129887,-0.297947123
Florida,12013,Calhoun County,5269,1206,6529,4063,0.807014857,0.184714351,0.622300505
Florida,12015,Charlotte County,73202,42240,116481,30962,0.628445841,0.362634249,0.265811592
Florida,12017,Citrus County,65230,27049,93223,38181,0.699720026,0.290153717,0.409566309
Florida,12019,Clay County,84422,38248,124522,46174,0.677968552,0.307158574,0.370809977
Florida,12021,Collier County,128936,77595,208238,51341,0.619176135,0.372626514,0.246549621
Florida,12023,Columbia County,23835,8912,33039,14923,0.72142014,0.26974182,0.45167832
Florida,12027,DeSoto County,8313,4259,12676,4054,0.655806248,0.335989271,0.319816977
Florida,12029,Dixie County,6757,1364,8170,5393,0.827050184,0.166952264,0.660097919
Florida,12031,Duval County,233687,252450,492556,-18763,0.474437424,0.512530555,-0.038093131
Florida,12033,Escambia County,96655,70893,170311,25762,0.567520595,0.416256143,0.151264452
Florida,12035,Flagler County,42991,28124,71773,14867,0.598985691,0.391846516,0.207139175
Florida,12037,Franklin County,4675,2118,6857,2557,0.681785037,0.308881435,0.372903602
Florida,12039,Gadsden County,7461,16139,23783,-8678,0.313711475,0.678593954,-0.364882479
Florida,12041,Gilchrist County,7895,1700,9685,6195,0.81517811,0.175529169,0.639648942
